Type and size of medical resources - Pharmacies,Data Domain,Total number of care centers,Existence of nearby care centers - exists,Existence of health resources - exists,Town,Total number of first aid centers,Type and size of medical resources - Medical Centers,refArea,Observation URI,Percentage of towns with special needs indiciduals - Without special needs,Type and size of medical resources - Hospitals,Percentage of towns with special needs indiciduals - With special needs,publisher,Type and size of medical resources - Clinics,dataset,Existence of special needs care centers - exists,Type and size of medical resources - Labs and Radiology ,Existence of special needs care centers - does not exist,references,Existence of a first aid center - exists
0,,1,1,0,Jibchit,0,0,https://dbpedia.org/page/Nabatieh_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Jibchit,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,1,0,Jiyeh,0,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Jiyeh,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,0,Jmailiyeh,0,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Jmailiyeh,1,0,0,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
6,,0,0,1,Jouaiya,1,0,http://dbpedia.org/resource/Tyre_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Jouaiya,0,1,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
8,,0,0,1,Jouar El-Haouz,0,1,http://dbpedia.org/resource/Baabda_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Jouar+El-Haouz,0,1,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,1,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,1,1,0,Joubb Jannine,0,0,http://dbpedia.org/resource/Western_Beqaa_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Joubb+Jannine,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Joun,0,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Joun,0,0,0,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Jounie ,0,0,http://dbpedia.org/resource/Keserwan_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Jounie+,0,0,0,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,,2,1,0,Jouret Arsoun,1,0,http://dbpedia.org/resource/Baabda_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Jouret+Arsoun,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,0,Jouret Bedrane,0,0,http://dbpedia.org/resource/Keserwan_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Jouret+Bedrane,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,1,Jouret E-Tourmos,0,0,http://dbpedia.org/resource/Keserwan_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Jouret+E-Tourmos,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Jouret El-Ballout,0,0,http://dbpedia.org/resource/Matn_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Jouret+El-Ballout,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Kafr,0,0,http://dbpedia.org/resource/Byblos_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kafr,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Kafr Harra,0,0,https://dbpedia.org/page/Akkar_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kafr+Harra,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Kafr Hatna,0,0,http://dbpedia.org/resource/Batroun_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kafr+Hatna,0,0,0,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Kafr Jarrah,0,0,https://dbpedia.org/page/South_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kafr+Jarrah,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Kafr Saroun,1,0,https://dbpedia.org/page/North_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kafr+Saroun,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,0,Kafr horra,0,0,http://dbpedia.org/resource/Zgharta_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kafr+horra,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,1,Kafra Bent Jbeil,1,0,http://dbpedia.org/resource/Bint_Jbeil_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kafra+Bent+Jbeil,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
1,,1,1,1,Kafraiya West Bekaa,1,0,http://dbpedia.org/resource/Western_Beqaa_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kafraiya+West+Bekaa,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,1,Kafraya El-Koura,0,0,https://dbpedia.org/page/North_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kafraya+El-Koura,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Kafrkida,0,0,http://dbpedia.org/resource/Byblos_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kafrkida,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Kafrnoun,0,0,https://dbpedia.org/page/Akkar_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kafrnoun,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,1,1,0,Kafrya,0,0,http://dbpedia.org/resource/Sidon_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kafrya,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,1,1,0,Kaftoun,0,0,https://dbpedia.org/page/North_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kaftoun,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,1,1,0,Kahef Maloul,0,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kahef+Maloul,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,2,1,0,Kahhaleh,2,0,http://dbpedia.org/resource/Aley_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kahhaleh,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,0,Kahlouniet Ech-Chouf,0,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kahlouniet+Ech-Chouf,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
3,,1,1,1,Kamed El-Laouz,1,0,http://dbpedia.org/resource/Western_Beqaa_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kamed+El-Laouz,0,1,1,Impact Open Data,2,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,1,1,0,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,1,Kaoukaba Bou Arab,0,0,https://dbpedia.org/page/Beqaa_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kaoukaba+Bou+Arab,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
2,,1,1,1,Kaoukaba Hasbaiya,1,0,http://dbpedia.org/resource/Hasbaya_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kaoukaba+Hasbaiya,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,0,Kaoutariyet Es-Siyad,0,0,http://dbpedia.org/resource/Sidon_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kaoutariyet+Es-Siyad,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Karkha,0,0,https://dbpedia.org/page/South_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Karkha,0,0,0,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,1,Karm El-Mohr,0,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Karm+El-Mohr,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
1,,1,1,1,Karm Saddeh,0,0,http://dbpedia.org/resource/Zgharta_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Karm+Saddeh,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Karm Zebdine,0,0,https://dbpedia.org/page/Akkar_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Karm+Zebdine,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
5,,0,0,1,Ketermaya,1,1,https://dbpedia.org/page/Mount_Lebanon_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Ketermaya,0,1,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,1,1,0,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,0,Keyfoun,0,0,http://dbpedia.org/resource/Aley_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Keyfoun,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,2,1,0,Kfar Aabida,1,0,http://dbpedia.org/resource/Batroun_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Aabida,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,0,Kfar Aamay,0,0,http://dbpedia.org/resource/Aley_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Aamay,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Kfar Aaqab,1,0,http://dbpedia.org/resource/Matn_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Aaqab,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,1,Kfar Aaqqa,0,0,https://dbpedia.org/page/North_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Aaqqa,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,0,Kfar Baal,0,0,http://dbpedia.org/resource/Byblos_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Baal,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,1,1,0,Kfar Beit,1,0,http://dbpedia.org/resource/Sidon_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Beit,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,1,Kfar Bibnine,0,1,http://dbpedia.org/resource/MiniyehâDanniyeh_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Bibnine,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,1,1,0,Kfar Chellal,0,0,http://dbpedia.org/resource/Sidon_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Chellal,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
2,,0,0,1,Kfar Chellane,1,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Chellane,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,1,1,https://impact.cib.gov.lb/home#open_data_section,1
3,,0,0,1,Kfar Chima,1,0,http://dbpedia.org/resource/Baabda_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Chima,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,1,Kfar Chouba,0,0,http://dbpedia.org/resource/Hasbaya_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Chouba,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Kfar Dane,0,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Dane,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Kfar Denis,0,0,https://dbpedia.org/page/Beqaa_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Denis,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
3,,0,0,1,Kfar Dibiane,1,0,http://dbpedia.org/resource/Keserwan_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Dibiane,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
3,,0,0,1,Kfar Dounine,1,0,http://dbpedia.org/resource/Bint_Jbeil_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Dounine,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,0,Kfar Falous,0,0,https://dbpedia.org/page/South_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Falous,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,1,1,1,Kfar Faqoud,1,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Faqoud,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,1,0,0,https://impact.cib.gov.lb/home#open_data_section,1
1,,0,0,1,Kfar Habou,0,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Habou,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,1,Kfar Hamam,0,0,http://dbpedia.org/resource/Hasbaya_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Hamam,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
2,,0,0,1,Kfar Hatta Saida,1,0,http://dbpedia.org/resource/Sidon_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Hatta+Saida,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,0,Kfar Hay,0,0,http://dbpedia.org/resource/Batroun_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Hay,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
1,,0,0,1,Kfar Hazir,0,0,https://dbpedia.org/page/North_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Hazir,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Kfar Heam,0,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Heam,0,0,0,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,1,Kfar Hilda,0,1,http://dbpedia.org/resource/Batroun_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Hilda,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,1,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,1,1,0,Kfar Houneh,1,0,https://dbpedia.org/page/South_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Houneh,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,1,0,0,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,0,Kfar Jreif,1,0,http://dbpedia.org/resource/Keserwan_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Jreif,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,2,1,0,Kfar Kila,2,0,http://dbpedia.org/resource/Marjeyoun_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Kila,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,1,1,1,Kfar Matta,1,0,http://dbpedia.org/resource/Aley_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Matta,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,2,1,0,Kfar Melki Saida,3,0,http://dbpedia.org/resource/Sidon_District,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Melki+Saida,0,0,1,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1
0,,0,0,1,Kfar Nabrakh,0,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Nabrakh,0,0,1,Impact Open Data,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,1,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Kfar Niss,0,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Niss,0,0,0,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0
0,,0,0,0,Kfar Qatra,0,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Resources-Kfar+Qatra,0,0,0,Impact Open Data,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Health_Resources-Lebanon-2023,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0
